  16  104   28  120   40
X (abs(X) < 0.80 cm; step 0.10 cm) vs. X divergence (abs(dvrgX) < 5.4 mr; step 0.10 mr)
     2     4     5     8     0     1     0     1     2     0     0     0     1     0     0     0     0     0     0     0     1     1     1     1     0     0     0     0
     2     7     3     5     1     0     0     0     0     1     0     0     1     0     0     0     0     1     0     0     0     1     0     1     1     0     0     2
     0     1     2     3     4     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     1     1     0     0     0     0     1     0
     3     1     3     6     2     1     1     0     0     0     0     0     0     0     0     0     0     1     0     1     0     0     0     0     2     1     0     1
     1     0     0     4     1     5     0     0     4     0     0     0     0     0     0     0     0     0     0     1     0     0     0     0     1     0     0     1
     1     1     1     2     1     2     3     2     0     1     0     1     0     0     1     1     0     0     1     0     1     0     0     0     0     0     0     0
     0     0     0     2     4     4     4     2     0     0     0     0     1     0     1     0     0     0     0     1     0     1     0     0     1     1     0     0
     2     1     3     0     3     5     4     7     3     1     0     0     1     0     0     0     0     0     0     0     0     1     0     0     0     0     0     0
     2     1     2     2     1     0     3     3     6     2     0     0     0     0     0     0     0     1     1     0     0     1     0     0     0     1     0     2
     1     0     1     1     0     3     1     1     3     4     1     0     0     0     0     0     1     0     1     0     0     2     0     0     0     0     0     0
     0     1     1     1     1     1     2     2     4     2     2     0     1     0     0     1     0     0     0     0     0     1     1     0     0     0     0     0
     0     0     1     1     0     3     0     1     0     3     4     0     0     1     0     0     0     1     0     1     0     1     0     0     0     0     0     0
     0     1     0     0     0     1     0     1     1     0     4     0     0     0     1     1     0     0     0     0     1     0     2     1     0     1     1     0
     0     0     0     2     2     1     2     1     1     3     1     0     1     1     0     0     0     0     0     0     0     0     2     0     0     2     0     0
     0     0     1     0     0     2     1     0     2     4     2     1     0     2     1     0     0     0     0     0     0     1     1     0     0     0     0     0
     0     0     0     0     1     1     1     1     1     3     2     5     0     2     1     1     0     0     1     0     1     0     0     0     1     0     0     0
     0     0     0     0     1     0     2     3     2     2     4     3     0     3     3     0     0     0     2     1     1     0     0     0     0     1     0     0
     0     0     0     0     1     1     0     1     2     2     4     4     0     3     3     0     1     0     0     0     0     0     0     0     1     0     0     1

